Siedlungsnr;Stelle;Positionsnr;Individualnr;Formblattnr;Rohmat1;Rohmat2;Rohmat_Farbe;Oberfl_art_Spaltfl;Strukturen_Material;Rinde;Nat_Fl;Nat_Fl_Abroll;Therm_Art;Therm_Zeit;Erhaltung_Rechteck;Länge;Breite;Dicke;Gewicht;Mod_Erhaltung;Grundform;Erhaltung_Schlagr;Schlagr_Verlauf;Schlagflrest_Länge;Schlagflrest_Breite;Schlagflrest_Erhaltung;Schlagflrest_Art;Schlagflrest_Schlagaugen;Rinde_natSprungfl;Negat_Bulbusnegat_Dorsal;Negat_Dorsal;Dorsalflpräp;Präpgrat_Verlauf;Distal_Zustand;Schlagm_Ventral;Dorsalflneg_Abbaur;Mod_Art_1;Mod_Art_2;Mod_Art_3;Mod_Art_4;Mod_Art_5;Mod_Art_6;Mod_Reihe_1;Mod_Reihe_2;Mod_Reihe_3;igerm1
AE;1295;015;001;01;05;06;02;3;2;0;0;0;0;0;3;22;20;6;3;2;1;2;6;8;5;1;3;2;0;99;99;0;0;0;3;0;04;  ;  ;  ;  ;  ;0; ; ;08
AE;1296;019;001;01;05;06;02;2;2;0;0;0;0;0;1;20;18;4;1,6;0;1;1;4;10;3;5;1;2;0;99;99;0;0;4;2;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1308;014;001;01;06;05;06;1;0;0;0;0;0;0;3;18;14;3;1;0;2;4;7;999;999;0;0;0;0;0;99;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;1308;031;001;01;06;05;02;1;7;0;0;0;0;0;1;71;49;40;150,2;0;3; ; ;NA;NA; ; ; ;0;NA;NA; ; ; ; ; ;  ;  ;  ;  ;  ;  ; ; ; ;23
AE;1311;015;001;01;05;06;02;2;2;0;0;0;0;0;6;24;15;3;1,3;0;1;8;7;999;999;0;0;0;0;0;99;0;0;0;0;0;31;31;  ;  ;  ;  ;0; ; ;21
AE;1311;015;002;01;05;06;02;2;0;0;0;0;0;0;9;10;8;4;0,4;0;4;9;7;999;999;0;0;0;0;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;1311;015;003;01;05;06;02;2;8;0;0;0;0;0;2;20;11;5;0,8;0;1;4;7;999;999;0;0;0;0;98;98;8;6;0;0;0;  ;  ;  ;  ;  ;  ; ; ; ;21
AE;1316;008;001;01;05;06;02;3;7;0;0;0;0;0;2;41;27;8;9,1;0;1;2;3;14;7;1;4;2;0;0;1;2;2;0;1;8;31;31;  ;  ;  ;  ;0; ; ;21
AE;1316;026;001;01;11;;16;4;8;0;0;3;4;2;6;15;13;3;0,6;0;1;8;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;009;001;01;11;;16;4;8;4;0;3;0;0;2;44;27;10;10,7;3;2;2;3;16;7;1;5;3;1;1;2;0;0;0;3;1;04;  ;  ;  ;  ;  ;0; ; ;08
AE;1317;009;002;01;06;05;03;2;4;0;0;0;0;0;2;34;18;6;3,8;3;2;2;3;7;4;1;1;2;0;1;99;0;0;0;1;1;31;04;  ;  ;  ;  ;2; ; ;08
AE;1317;009;003;01;05;01;03;3;6;4;0;2;0;0;6;39;31;9;13,3;3;1;8;7;999;999;0;0;0;1;0;2;0;0;0;0;0;31;04;31;04;  ;  ;2;2; ;08
AE;1317;009;004;01;06;05;03;2;5;0;1;2;0;0;1;34;25;7;5,6;0;1;1;4;11;4;1;5;3;2;99;99;0;0;2;4;8;31;16;  ;  ;  ;  ;0; ; ;21
AE;1317;009;005;01;05;;10;2;0;4;0;2;0;0;1;37;22;7;5;0;1;1;4;998;998;1;7;2;2;99;98;0;0;1;4;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;009;006;01;05;;10;2;0;4;0;2;0;0;1;22;14;3;1;0;1;1;3;7;2;5;1;2;1;99;99;0;0;1;3;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;009;007;01;06;05;10;2;0;4;2;3;0;0;2;15;12;3;0,4;0;1;9;7;9;3;1;4;2;3;0;0;0;0;0;9;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;009;008;01;06;05;03;1;2;0;0;0;0;0;1;32;27;10;8,1;0;1;1;5;998;998;1;6;2;0;0;1;5;3;1;6;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;009;009;01;06;05;02;1;2;0;0;0;0;0;1;26;23;5;2,7;0;1;1;4;17;6;1;1;2;0;99;1;0;0;1;4;4;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;009;010;01;06;05;02;1;3;0;0;0;0;0;3;23;20;8;3;0;1;2;6;18;4;1;6;2;0;99;0;8;0;0;3;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;009;011;01;05;06;02;2;3;0;0;0;0;0;1;43;37;24;41,6;0;3; ; ;NA;NA; ; ; ;0;NA;NA; ; ; ; ; ;  ;  ;  ;  ;  ;  ; ; ; ;23
AE;1317;032;001;01;05;06;02;2;6;0;0;0;0;0;1;29;23;6;4,1;0;1;1;5;10;5;3;4;2;0;1;99;0;0;1;8;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;032;002;01;05;06;02;2;6;0;1;2;0;0;2;30;22;8;4,8;0;2;4;7;999;999;0;0;0;1;0;2;0;0;0;0;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;1317;032;003;01;05;;10;2;0;4;0;2;0;0;2;20;14;6;0,9;0;1;3;7;999;999;0;0;0;2;98;98;0;0;1;0;0;  ;  ;  ;  ;  ;  ; ; ; ;21
AE;1317;041;001;01;05;06;02;2;3;0;0;0;0;0;1;24;17;4;1,3;0;1;1;2;4;3;5;1;2;0;0;99;0;0;1;1;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;041;002;01;05;06;02;2;0;0;0;0;0;0;1;13;13;2;0,2;0;1;1;3;5;1;1;6;2;0;98;98;0;0;1;7;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;043;001;01;05;06;02;3;2;0;0;0;0;0;2;35;25;6;4,4;0;1;2;4;14;5;1;3;2;0;1;1;0;0;0;1;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1317;043;002;01;05;;02;2;2;4;0;2;0;0;1;28;16;7;3,7;0;1;1;7;14;4;1;2;3;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1335;007;001;01;11;;16;4;8;0;5;3;7;2;9;21;20;8;2,1;0;1;9;7;999;999;0;0;0;4;98;98;0;0;4;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1335;020;001;01;05;;03;2;0;4;0;2;0;0;3;23;18;5;2,6;0;2;4;7;999;999;0;0;0;1;0;99;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;22
AE;1335;020;002;01;11;;16;4;0;0;5;3;7;2;6;17;12;5;0,8;0;1;8;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1335;020;003;01;06;05;03;3;2;0;0;0;0;0;2;28;18;5;3,3;3;2;4;7;999;999;0;0;0;0;0;2;0;0;0;0;1;31;04;  ;  ;  ;  ;2; ; ;08
AE;1335;020;004;01;06;05;04;2;0;0;1;2;0;0;1;20;18;7;3;0;1;1;1;4;2;1;2;2;1;99;99;0;0;1;3;0;31;  ;  ;  ;  ;  ;0; ; ;21
AE;1335;020;005;01;05;06;02;2;2;0;0;0;0;0;2;44;26;8;10;3;2;4;7;999;999;0;0;0;0;0;4;0;0;0;0;1;09;31;13;10;04;  ;B;2;2;03
AE;1340;033;001;01;06;05;03;2;2;0;0;0;0;0;3;19;16;3;1,1;0;2;4;7;999;999;0;0;0;0;0;99;0;0;0;0;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;1368;084;001;01;06;05;03;1;4;0;0;0;0;0;1;42;28;6;5,5;0;1;1;3;12;5;1;3;2;0;99;1;0;0;1;3;7;31;  ;  ;  ;  ;  ;0; ; ;21
AE;1368;236;001;01;06;;16;4;0;2;2;1;0;0;9;14;14;7;1,7;0;5;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;25
AE;1368;269;001;01;06;05;10;2;0;0;1;2;0;0;6;37;27;8;7,9;0;1;6;4;7;3;3;4;2;2;99;99;0;0;0;9;0;31;16;  ;  ;  ;  ;0; ; ;21
AE;1368;427;001;01;11;;16;4;0;0;0;0;0;0;2;24;17;4;1,7;0;2;4;7;999;999;0;0;0;0;0;2;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;22
AE;1368;434;001;01;05;06;02;3;4;3;0;3;0;0;2;24;16;4;2;0;2;2;3;8;3;1;4;2;1;99;99;0;0;0;2;1;31;31;  ;  ;  ;  ;0; ; ;22
AE;1409;013;001;01;11;;16;4;8;0;5;3;7;4;2;71;25;6;9;3;2;4;7;999;999;0;0;0;4;0;3;0;0;0;0;0;31;05;12;  ;  ;  ;0; ; ;04
AE;1431;006;001;01;06;05;03;1;4;0;0;0;0;0;1;28;20;7;4,1;0;1;1;3;998;998;1;6;3;0;0;99;8;0;2;9;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1431;017;001;01;05;;02;2;0;4;0;2;0;0;3;20;9;6;1,2;0;1;3;7;999;999;0;0;0;2;0;99;0;0;2;0;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1451;007;001;01;06;05;11;2;0;0;1;2;0;0;6;44;25;6;5,5;0;2;7;7;999;999;0;0;0;2;0;1;0;0;4;0;1;31;31;  ;  ;  ;  ;0; ; ;22
AE;1530;021;001;01;05;06;02;3;2;0;0;0;0;0;2;26;21;7;4,1;0;2;4;7;999;999;0;0;0;0;0;99;0;0;0;0;1;31;31;  ;  ;  ;  ;0; ; ;22
AE;1599;007;001;01;01;;03;3;3;0;0;0;0;0;6;25;18;7;3,5;3;2;8;1;999;999;0;0;0;0;0;99;0;0;0;0;0;31;05;06;08;  ;  ;2; ; ;07
AE;1599;008;001;01;05;06;02;2;3;0;0;0;0;0;2;28;22;4;3;3;2;4;3;999;999;0;0;0;0;0;99;0;0;0;0;1;31;12;05;  ;  ;  ;B; ; ;04
AE;1599;013;001;01;11;;16;4;8;0;5;3;7;2;9;30;23;11;6;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;1668;020;001;01;05;06;02;2;2;0;0;0;0;0;2;26;17;5;2,9;0;2;2;3;10;3;1;4;2;0;99;99;0;0;0;1;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;1668;020;002;01;05;;02;3;7;4;0;2;0;0;1;59;51;27;54;3;1;1;3;28;8;1;2;2;1;1;1;5;3;3;5;8;31;06;31;  ;  ;  ;2; ; ;09
AE;1720;013;001;01;06;05;03;2;0;0;0;0;0;0;2;22;13;6;1,2;0;1;3;7;999;999;0;0;0;0;1;99;0;0;1;0;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1730;016;001;01;01;05;03;2;0;0;0;0;0;0;3;29;17;8;3,6;0;2;4;7;999;999;0;0;0;0;0;99;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;1731;014;001;01;06;05;03;1;6;0;0;0;0;0;3;28;24;6;4,2;3;1;4;7;999;999;0;0;0;0;0;2;0;0;0;0;0;05;  ;  ;  ;  ;  ;0; ; ;07
AE;1731;014;002;01;11;;16;4;8;0;5;3;7;2;9;27;18;8;2,9;0;1;8;7;999;999;0;0;0;4;0;1;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1731;014;003;01;11;;16;4;8;3;5;3;4;5;6;13;10;5;0,4;0;1;7;7;999;999;0;0;0;4;98;98;0;0;1;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1739;016;001;01;05;06;02;2;3;0;0;0;0;0;1;35;27;6;4,8;1;1;2;3;8;5;5;1;2;0;0;2;0;0;0;9;1;05;31;  ;  ;  ;  ;0; ; ;07
AE;1774;017;001;01;03;06;03;1;2;0;0;0;0;0;1;39;30;10;11,1;3;1;1;3;21;10;1;3;2;0;0;2;0;0;1;1;0;05;  ;  ;  ;  ;  ;0; ; ;07
AE;1801;010;001;01;08;06;03;1;0;0;0;0;0;0;6;40;18;6;4,5;3;2;8;4;999;999;0;0;0;0;0;2;0;0;0;0;0;13;31;04;06;32;  ;2;B; ;03
AE;1801;026;001;01;05;;01;3;6;4;0;2;0;0;1;38;35;15;15,9;0;1;3;3;999;999;0;0;0;1;0;2;0;0;2;0;3;31;  ;  ;  ;  ;  ;0; ; ;21
AE;1801;026;002;01;05;06;02;3;7;0;0;0;0;0;1;55;24;19;19,3;0;1;1;3;998;998;1;4;2;0;1;99;2;3;3;3;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1801;026;003;01;05;06;02;2;0;3;0;1;0;0;6;36;22;6;5,6;0;2;4;7;999;999;0;0;0;2;0;2;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;22
AE;1801;026;004;01;05;06;02;3;3;0;0;0;0;0;6;45;28;26;39;3;3; ; ;NA;NA; ; ; ;0;NA;NA; ; ; ; ; ;15;  ;  ;  ;  ;  ; ; ; ;19
AE;1858;028;001;01;05;;02;2;6;4;0;2;0;0;3;53;34;15;29;0;1;2;1;998;998;1;2;2;1;1;1;2;3;0;1;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1871;031;001;01;06;05;03;1;0;0;5;2;0;0;2;28;24;6;4,5;0;1;2;2;13;5;1;4;2;4;0;98;0;0;0;9;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1907;015;001;01;11;;16;2;3;0;1;2;1;4;6;25;18;6;2,8;2;2;4;7;999;999;0;0;0;2;0;1;0;0;0;0;1;02;06;31;  ;  ;  ; ; ; ;02
AE;1907;018;001;01;06;;07;2;0;4;2;1;0;0;1;42;11;7;3,2;0;2;1;4;7;4;1;3;2;1;0;99;0;0;3;9;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;1907;018;002;01;05;06;02;2;6;0;0;0;0;0;3;30;21;6;3,7;0;1;3;7;999;999;0;0;0;0;0;1;0;0;1;0;0;31;  ;  ;  ;  ;  ;0; ; ;21
AE;1907;033;001;01;03;06;04;1;0;0;0;0;0;0;2;47;31;8;16;0;2;4;7;999;999;0;0;0;0;0;4;0;0;0;0;1;31;31;  ;  ;  ;  ;2; ; ;22
AE;1907;049;001;01;06;05;03;1;4;0;0;0;0;0;6;30;27;6;4,8;0;2;6;3;5;3;1;4;2;0;99;2;0;0;0;1;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;1907;049;002;01;05;06;02;2;6;0;0;0;0;0;1;27;23;3;1,8;0;4;9;7;999;999;0;0;0;0;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;1907;049;003;01;06;;02;2;0;3;0;1;0;0;6;25;13;6;2,2;0;1;6;2;8;3;1;1;2;2;99;0;0;0;0;1;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1907;049;004;01;06;;04;2;2;4;0;1;0;0;3;23;22;9;4,1;0;1;3;7;999;999;0;0;0;1;0;99;7;6;3;0;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1907;049;005;01;05;;02;3;0;4;0;2;0;0;6;22;20;6;3,3;3;2;3;3;999;999;0;0;0;1;0;99;0;0;2;0;1;31;06;31;09;31;  ;2;2; ;09
AE;1907;084;001;01;05;;03;1;4;4;0;2;0;0;1;47;28;7;6,9;0;1;1;3;14;7;1;3;2;1;1;1;0;0;1;1;4;31;31;  ;  ;  ;  ;0; ; ;21
AE;1907;084;002;01;05;;03;2;5;4;2;2;0;0;1;37;20;9;6,4;0;1;1;4;18;9;5;2;2;1;2;99;0;0;2;1;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1907;084;003;01;11;;02;2;0;0;0;0;6;2;9;34;27;5;4,3;0;2;6;4;12;2;1;1;2;0;99;98;0;0;0;7;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;1907;084;004;01;05;06;02;3;7;0;0;0;0;0;6;28;22;6;4,2;3;2;2;3;10;6;1;3;2;0;1;2;0;0;0;4;1;31;06;31;  ;  ;  ;2; ; ;09
AE;1907;084;005;01;06;05;03;2;3;0;1;2;0;0;3;20;19;6;2,8;2;2;6;6;12;4;1;4;2;1;0;99;0;0;0;3;3;06;31;  ;  ;  ;  ;0; ; ;09
AE;1962;006;001;01;06;;02;2;6;4;0;1;0;0;2;41;17;4;2,7;0;2;4;4;999;999;0;0;0;1;0;2;8;6;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;1967;014;001;01;11;;16;4;8;0;5;3;4;2;6;24;20;8;3,9;0;1;6;3;14;6;1;5;3;4;98;99;0;0;0;7;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1967;014;002;01;06;05;03;2;2;0;1;2;0;0;1;28;17;8;4,3;0;1;1;4;17;15;3;3;1;1;0;99;0;0;2;4;4;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;1967;014;003;01;06;05;10;2;0;0;0;0;0;0;2;40;19;5;4,3;3;2;4;3;999;999;0;0;0;0;0;3;0;0;0;0;1;12;31;12;31;  ;  ;2;2; ;04
AE;1967;014;004;01;11;;16;4;0;0;5;3;4;4;6;22;14;4;1,1;4;2;8;7;999;999;0;0;0;4;98;98;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;1967;039;001;01;11;;16;4;0;0;5;3;7;4;9;36;28;10;11,1;4;1;6;3;998;998;6;5;2;4;98;98;0;0;0;7;0;04;  ;  ;  ;  ;  ;0; ; ;08
AE;1967;039;002;01;11;;16;4;8;0;5;3;7;2;9;12;10;5;0,4;0;5;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;25
AE;1967;039;003;01;11;;16;4;8;0;5;3;7;2;9;9;8;3;0,2;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ; ; ; ;24
AE;1967;039;004;01;05;06;02;2;7;0;0;0;0;0;6;28;23;5;3,1;2;2;6;3;8;3;1;1;2;0;1;1;0;0;0;1;1;31;04;  ;  ;  ;  ;2; ; ;08
AE;1967;043;001;01;03;06;07;2;0;0;2;2;0;0;6;50;30;6;8,7;0;2;6;3;9;5;1;1;2;1;99;2;0;0;0;3;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;1976;006;001;01;05;06;02;3;7;0;1;3;0;0;6;66;13;7;6,6;3;2;8;3;999;999;0;0;0;1;0;3;0;0;0;0;1;06;31;31;31;44;38; ; ; ;09
AE;1978;006;001;01;05;06;01;3;7;0;0;0;0;0;2;44;16;6;5,7;3;2;6;4;9;5;1;1;2;0;0;3;0;0;0;9;1;06;31;31;38;  ;  ;0; ; ;09
AE;2001;024;001;01;03;;10;2;3;4;1;3;0;0;6;35;30;9;5,2;0;1;2;5;24;9;1;4;2;2;99;99;0;0;0;3;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;2001;024;002;01;03;05;03;2;3;4;0;2;0;0;2;52;26;6;10,1;3;2;2;3;8;4;1;3;2;2;1;99;0;0;0;3;1;13;14;31;05;  ;  ;2;2; ;03
AE;2001;024;003;01;06;05;03;2;3;0;0;0;0;0;6;39;19;4;3,6;3;2;6;4;15;4;1;1;2;0;0;2;0;0;0;9;0;31;12;  ;  ;  ;  ; ; ; ;04
AE;2001;024;004;01;11;;16;4;8;0;5;3;4;4;6;33;26;7;5,1;1;2;8;7;999;999;0;0;0;4;98;98;0;0;0;0;0;04;  ;  ;  ;  ;  ;0; ; ;08
AE;2001;024;005;01;03;06;04;2;0;0;0;0;0;0;2;21;17;5;2,2;3;2;4;7;999;999;0;0;0;0;0;99;0;0;0;0;0;04;31;31;  ;  ;  ;0; ; ;08
AE;2001;024;006;01;11;;16;4;8;0;5;3;7;2;9;23;21;7;2,2;0;1;9;7;998;998;6;5;3;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ; ; ; ;21
AE;2001;024;007;01;11;;16;4;8;0;5;3;7;2;9;19;15;5;2,3;0;1;8;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;2004;013;001;01;06;;02;2;0;4;2;1;0;0;1;34;26;10;10;0;4;9;7;999;999;0;0;0;2;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;2013;035;001;01;06;;10;2;0;4;0;1;0;0;6;32;26;7;4,3;0;2;2;2;16;5;1;3;2;2;0;99;0;0;0;3;8;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;2033;006;001;01;06;05;03;2;2;0;0;0;0;0;2;35;27;12;9,7;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;31;  ;  ;  ;  ;  ; ; ; ;24
AE;2079;006;001;01;05;06;02;2;3;0;0;0;0;0;1;14;14;2;0,6;0;1;1;7;8;2;1;1;2;0;98;98;0;0;0;9;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;2099;019;001;01;06;05;03;1;3;0;0;2;0;0;6;55;41;17;40,9;3;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;09;31;  ;  ;  ;  ;0; ; ;11
AE;2118;024;001;01;02;;11;1;0;4;1;2;0;0;1;32;20;7;4,6;0;1;1;1;17;6;1;4;2;2;0;99;0;0;2;3;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;2180;014;001;01;11;;16;4;8;0;5;3;7;2;9;31;28;9;7,3;0;1;8;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;2180;020;001;01;05;06;02;2;1;0;0;0;0;0;2;36;17;6;2,6;0;1;2;1;18;6;1;3;2;0;99;99;0;0;0;3;0;31;  ;  ;  ;  ;  ;0; ; ;21
AE;2180;020;002;01;05;06;02;2;6;0;0;0;0;0;6;20;17;3;1,3;2;2;8;3;999;999;0;0;0;0;0;99;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
