Siedlungsnr;Stelle;Positionsnr;Individualnr;Formblattnr;Rohmat1;Rohmat2;Rohmat_Farbe;Oberfl_art_Spaltfl;Strukturen_Material;Rinde;Nat_Fl;Nat_Fl_Abroll;Therm_Art;Therm_Zeit;Erhaltung_Rechteck;Länge;Breite;Dicke;Gewicht;Mod_Erhaltung;Grundform;Erhaltung_Schlagr;Schlagr_Verlauf;Schlagflrest_Länge;Schlagflrest_Breite;Schlagflrest_Erhaltung;Schlagflrest_Art;Schlagflrest_Schlagaugen;Rinde_natSprungfl;Negat_Bulbusnegat_Dorsal;Negat_Dorsal;Dorsalflpräp;Präpgrat_Verlauf;Distal_Zustand;Schlagm_Ventral;Dorsalflneg_Abbaur;Mod_Art_1;Mod_Art_2;Mod_Art_3;Mod_Art_4;Mod_Art_5;Mod_Art_6;Mod_Reihe_1;Mod_Reihe_2;Mod_Reihe_3;igerm1
AE;3372;050;001;01;06;05;14;2;2;0;0;0;0;0;6;17;13;2;0,4;3;1;7;2;999;999;0;0;0;0;0;99;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;3372;051;001;01;05;06;02;2;0;0;0;0;0;0;3;17;17;3;0,9;0;1;2;6;12;3;1;4;2;0;99;99;0;0;0;1;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3372;054;001;01;05;06;02;2;0;0;0;0;0;0;6;23;16;3;1;3;1;8;7;999;999;0;0;0;0;0;99;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;3372;055;001;01;06;05;03;2;2;0;0;0;0;0;6;25;14;3;1;3;2;8;3;999;999;0;0;0;0;0;99;0;0;0;0;1;01;  ;  ;  ;  ;  ;0; ; ;01
AE;3375;021;001;01;11;;16;4;8;4;5;3;7;2;6;19;15;5;1;0;1;8;7;999;999;0;0;0;2;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3376;012;001;01;05;;03;3;3;4;0;2;0;0;1;30;25;6;3,7;0;1;1;1;20;6;1;4;2;1;1;2;0;0;2;4;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3376;012;002;01;05;06;02;3;0;0;0;0;0;0;6;15;13;3;0,6;0;2;6;3;9;2;1;1;2;0;99;99;0;0;0;3;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;3376;020;001;01;01;;03;3;3;0;0;0;0;0;2;20;19;4;1,7;0;1;8;7;999;999;0;0;0;0;0;2;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;21
AE;3376;044;001;01;06;05;10;1;2;0;1;2;0;0;2;29;15;2;0,9;0;1;3;3;999;999;0;0;0;1;98;99;0;0;1;0;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3376;051;001;01;03;06;10;2;2;4;0;2;0;0;6;27;17;3;1,9;0;2;6;3;9;3;1;4;2;2;99;1;0;0;0;3;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;3377;016;001;01;05;06;02;2;7;0;0;0;0;0;1;38;23;5;3;0;1;1;4;998;998;1;7;2;0;1;1;0;0;1;4;4;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3377;016;002;01;05;;02;2;0;4;0;2;0;0;1;17;14;4;0,9;0;1;1;6;9;4;1;1;2;2;0;99;0;0;2;2;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3377;016;003;01;03;06;08;2;0;4;0;3;0;0;6;19;13;2;0,7;3;2;8;7;999;999;0;0;0;1;0;99;0;0;0;0;0;06;  ;  ;  ;  ;  ;0; ; ;09
AE;3377;031;001;01;06;05;03;2;2;0;0;0;0;0;3;14;11;2;0,5;0;2;2;6;4;2;1;1;2;0;0;99;0;0;0;9;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;3385;011;001;01;06;;03;1;0;2;3;1;0;0;2;35;27;8;6,1;0;1;6;4;8;4;1;5;3;2;0;99;0;0;0;5;4;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3407;041;001;01;05;06;02;2;3;0;0;0;0;0;6;21;15;3;0,9;1;1;8;7;999;999;0;0;0;0;0;99;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;3409;035;001;01;05;06;02;2;0;4;2;3;0;0;2;28;14;5;1;0;2;2;3;7;6;1;2;2;1;1;1;0;0;0;1;1;31;31;  ;  ;  ;  ;0; ; ;22
AE;3421;062;001;01;05;06;02;2;7;0;0;0;0;0;6;26;18;4;1,5;4;2;8;7;999;999;0;0;0;0;0;99;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;3423;012;001;01;05;;11;2;3;4;1;2;0;0;6;26;24;9;5,1;3;1;6;3;9;3;3;6;2;1;0;99;0;0;0;1;0;09;10;  ;  ;  ;  ;0; ; ;11
AE;3430;006;001;01;05;06;02;2;7;0;0;0;0;0;6;32;16;4;1,4;3;2;8;4;999;999;0;0;0;0;0;2;0;0;0;0;1;01;  ;  ;  ;  ;  ;0; ; ;01
AE;3521;007;001;01;05;;02;2;3;4;0;2;0;0;1;41;30;11;12,2;0;1;1;3;21;8;1;2;3;1;0;1;7;5;1;5;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3521;007;002;01;05;06;02;2;6;0;0;0;0;0;1;30;16;5;2;0;1;1;3;12;4;5;3;2;0;99;1;0;0;1;1;1;31;  ;  ;  ;  ;  ;0; ; ;21
AE;3521;007;003;01;05;06;02;2;1;0;1;2;0;0;2;23;9;6;0,8;0;1;3;3;999;999;0;0;0;1;0;99;0;0;2;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3521;011;001;01;05;;02;2;3;4;0;2;0;0;6;47;36;15;23;2;1;6;2;7;3;1;1;2;1;98;98;6;2;0;2;0;06;  ;  ;  ;  ;  ;2; ; ;09
AE;3521;011;002;01;05;06;02;2;5;4;5;3;0;0;3;42;18;5;3,5;0;2;5;3;6;3;1;1;2;1;99;1;0;0;1;3;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;3521;011;003;01;05;06;01;2;2;0;0;0;0;0;6;31;23;6;5,2;1;2;2;4;10;3;1;1;2;0;99;2;0;0;0;3;3;31;31;04;  ;  ;  ;0; ; ;08
AE;3521;038;001;01;05;06;02;2;1;0;0;0;0;0;2;15;10;6;0,8;0;1;2;5;6;6;1;4;2;0;0;99;0;0;0;3;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3526;007;001;01;06;05;03;1;5;0;1;2;0;0;2;40;32;17;15,4;0;1;2;3;19;14;1;5;3;2;98;98;5;5;0;7;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3526;007;002;01;06;05;03;2;7;0;0;0;0;0;6;25;18;8;3,7;3;2;8;4;999;999;0;0;0;0;0;3;0;0;0;0;1;09;06;  ;  ;  ;  ;0; ; ;09
AE;3526;010;001;01;05;;02;1;2;4;5;2;0;0;3;52;35;12;21,4;0;1;2;2;998;998;1;6;2;2;0;99;0;0;0;1;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3526;010;002;01;06;05;03;2;4;0;0;2;0;0;2;34;18;9;3,7;0;1;3;2;999;999;0;0;0;1;0;1;0;0;1;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3526;010;003;01;06;05;10;2;4;0;0;0;0;0;2;12;10;3;0,3;0;1;3;6;999;999;0;0;0;0;0;99;0;0;1;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3536;008;001;01;05;06;02;2;2;0;0;0;0;0;1;20;18;6;1,9;0;1;1;3;12;4;1;4;2;0;0;99;0;0;2;1;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3536;016;001;01;05;;02;2;2;4;1;2;0;0;1;46;26;8;7,4;0;1;1;3;10;5;3;1;2;1;0;1;6;2;2;3;1;31;31;31;  ;  ;  ;0; ; ;21
AE;3567;015;001;01;05;;03;2;7;4;0;2;0;0;6;29;20;8;3,3;0;2;7;2;999;999;0;0;0;1;0;2;0;0;1;0;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;3567;015;002;01;06;05;10;2;1;0;1;2;0;0;2;25;20;3;1,5;0;1;3;4;999;999;0;0;0;1;0;99;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;21
AE;3567;015;003;01;06;;02;2;7;0;1;1;0;0;3;21;20;7;3;0;2;2;6;7;2;1;6;2;1;0;99;0;0;0;1;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;3567;015;004;01;06;05;03;2;2;0;0;0;0;0;6;26;13;3;1,1;2;2;8;3;999;999;0;0;0;0;0;1;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;3567;015;005;01;05;06;02;2;3;0;0;0;0;0;1;17;11;3;0,6;0;1;1;5;6;3;1;1;2;0;99;99;0;0;2;1;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3567;015;006;01;06;05;11;2;0;0;1;2;0;0;6;30;15;5;2,2;3;1;8;5;999;999;0;0;0;2;0;2;0;0;0;0;1;05;  ;  ;  ;  ;  ;0; ; ;07
AE;3567;020;001;01;05;06;02;2;2;0;0;0;0;0;3;23;16;5;1,6;0;1;4;6;999;999;0;0;0;0;0;99;0;0;0;0;4;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3567;020;002;01;05;06;02;2;3;0;0;0;0;0;9;15;12;6;0,5;0;4;9;7;999;999;0;0;0;0;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;3567;020;003;01;06;05;03;2;3;0;0;0;0;0;3;16;9;3;0,5;0;1;3;6;999;999;0;0;0;0;0;99;0;0;2;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3567;020;004;01;06;05;03;2;0;0;1;2;0;0;6;10;8;4;0,4;0;1;8;7;999;999;0;0;0;3;0;0;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3567;020;005;01;06;;03;3;0;2;0;1;0;0;1;20;15;4;0,9;0;1;1;2;15;4;1;1;2;1;0;99;0;0;1;3;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3567;027;001;01;06;05;03;2;0;3;0;3;0;0;3;22;11;6;1;0;1;2;6;13;6;1;4;2;1;0;99;0;0;0;9;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3579;013;001;01;05;;02;2;3;4;0;2;0;0;2;27;24;9;5,8;0;1;2;3;8;4;1;4;1;2;0;1;0;0;0;1;1;31;  ;  ;  ;  ;  ;0; ; ;21
AE;3616;006;001;01;06;;02;2;0;2;0;1;0;0;6;14;14;7;1,3;4;1;8;3;999;999;0;0;0;1;98;98;0;0;0;0;0;05;31;  ;  ;  ;  ;0; ; ;07
AE;3653;022;001;01;03;05;03;1;3;4;0;2;0;0;6;46;24;20;16,9;3;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;09;  ;  ;  ;  ;  ;0; ; ;11
AE;3653;048;001;01;11;;16;4;8;4;0;2;7;2;9;38;26;23;13,2;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;3669;025;001;01;06;05;04;2;7;0;1;2;0;0;1;48;20;5;4,3;0;2;1;4;9;5;1;1;2;1;0;3;0;0;1;1;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;3669;062;001;01;06;05;03;1;2;0;1;2;0;0;1;23;13;2;0,6;0;1;1;3;10;1;3;6;2;2;0;99;0;0;2;1;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3669;076;001;01;06;;03;2;0;2;0;1;0;0;6;26;14;5;1,5;0;1;8;1;999;999;0;0;0;1;0;99;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3687;011;001;01;06;05;10;2;1;0;0;0;0;0;6;23;14;2;0,6;3;1;8;1;999;999;0;0;0;0;0;1;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;3907;004;001;01;06;05;03;2;0;0;0;0;0;0;2;16;15;3;1,1;0;2;4;3;999;999;0;0;0;0;0;99;0;0;0;0;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;3940;023;001;01;10;;02;2;3;4;2;2;0;0;1;72;62;27;105,9;0;1;1;5;41;19;1;2;3;2;99;1;4;3;1;1;7;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;3941;042;001;01;06;05;10;2;0;3;1;2;0;0;6;20;14;3;0,8;1;1;8;7;999;999;0;0;0;4;0;0;0;0;0;0;0;01;  ;  ;  ;  ;  ; ; ; ;01
AE;3941;043;001;01;03;;  ; ;0; ; ; ; ; ; ;999;999;999;999; ;7;9; ;NA;NA;6; ; ; ;NA;NA; ; ; ; ; ;01;  ;  ;  ;  ;  ; ; ; ;01
AE;3942;039;001;01;06;;16;4;0;2;0;1;0;0;1;11;9;4;0,4;0;6;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;26
AE;3983;013;001;01;11;;16;4;8;0;5;3;4;2;9;21;16;9;2,2;0;1;7;3;999;999;0;0;0;4;98;98;0;0;4;0;0;  ;  ;  ;  ;  ;  ; ; ; ;21
AE;4002;014;001;01;06;;02;2;3;4;4;1;0;0;1;38;32;6;4,5;0;1;1;3;14;6;1;1;2;2;2;1;0;0;1;1;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4006;015;001;01;06;05;10;2;2;0;2;3;0;0;6;30;18;4;1,3;3;2;8;3;999;999;0;0;0;2;0;1;0;0;0;0;1;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4006;016;001;01;03;06;10;2;2;0;0;0;0;0;6;37;21;5;3,4;3;2;8;3;999;999;0;0;0;0;0;1;0;0;0;0;1;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4006;017;001;01;03;06;11;2;0;0;0;0;0;0;6;30;19;4;1,9;3;1;8;7;999;999;0;0;0;0;0;1;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4219;007;001;01;06;05;03;2;7;0;0;0;0;0;2;28;18;6;3,6;0;2;4;3;999;999;0;0;0;0;0;3;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4219;017;001;01;06;05;03;2;1;0;0;0;0;0;6;18;14;4;1,2;0;2;8;7;999;999;0;0;0;0;0;99;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;22
AE;4219;017;002;01;05;;02;2;6;4;5;2;0;0;6;18;10;3;0,7;0;1;8;7;999;999;0;0;0;4;0;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4219;017;003;01;05;06;02;2;0;0;2;2;0;0;2;14;10;3;0,4;0;1;6;3;7;3;1;1;2;1;0;99;0;0;0;1;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4219;017;004;01;05;06;02;3;3;0;0;0;8;0;6;20;17;6;1,8;0;2;8;6;999;999;0;0;0;0;0;99;0;0;0;0;1;31;  ;  ;  ;  ;  ;0; ; ;22
AE;4219;017;005;01;11;;16;4;8;0;5;3;4;4;6;21;14;4;0,7;2;1;8;7;999;999;0;0;0;4;0;98;0;0;0;0;0;01;  ;  ;  ;  ;  ;0; ; ;01
AE;4219;017;006;01;05;06;02;3;2;0;1;2;0;0;2;28;15;4;1,7;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4219;017;007;01;05;06;02;3;2;0;1;2;0;0;2;35;14;5;1,5;0;4;9;7;999;999;0;0;0;1;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ; ; ; ;24
AE;4219;017;008;01;05;06;02;3;2;0;1;2;0;0;2;20;14;5;1,5;3;1;4;3;999;999;0;0;0;2;0;99;0;0;0;0;2;09;  ;  ;  ;  ;  ;0; ; ;11
AE;4219;021;001;01;05;06;01;3;3;0;0;0;0;0;6;30;22;6;5,1;2;2;8;3;999;999;0;0;0;0;0;2;0;0;0;0;1;05;06;06;31;  ;  ;0; ; ;07
AE;4219;021;002;01;11;;16;4;8;0;5;3;4;2;9;12;7;3;0,2;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4219;021;003;01;06;05;03;2;0;0;0;0;0;0;6;13;6;2;0,2;0;1;8;7;999;999;0;0;0;0;0;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4221;013;001;01;11;;16;4;0;0;0;0;8;5;3;24;19;6;2,5;4;2;8;1;999;999;0;0;0;0;0;99;0;0;0;0;1;31;10;  ;  ;  ;  ;0; ; ;22
AE;4221;013;002;01;05;06;02;2;3;0;0;0;0;0;3;16;12;4;0,5;0;1;3;6;999;999;0;0;0;0;99;99;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4221;027;001;01;06;05;03;1;4;0;0;0;0;0;1;24;19;6;2,5;0;1;1;1;7;3;1;1;2;0;99;99;0;0;2;3;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4221;027;002;01;06;05;03;2;0;0;0;2;0;0;9;15;14;3;0,7;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4222;013;001;01;06;05;03;1;2;0;0;0;0;0;1;29;20;20;12,9;0;3; ; ;NA;NA; ; ; ;0;NA;NA; ; ; ; ; ;  ;  ;  ;  ;  ;  ; ; ; ;23
AE;4222;030;001;01;01;;03;3;2;4;0;2;0;0;6;23;20;6;3;0;2;6;3;13;4;1;6;2;1;0;2;0;0;0;5;1;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4225;008;001;01;05;06;02;3;3;0;0;0;0;0;6;30;13;6;2,6;3;2;8;4;999;999;0;0;0;0;0;2;8;6;0;0;1;04;06;  ;  ;  ;  ;0; ; ;08
AE;4225;023;001;01;11;;16;4;8;0;5;3;7;4;6;21;20;6;2,8;4;2;8;7;999;999;0;0;0;4;0;99;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;22
AE;4658;006;001;01;03;06;03;2;7;0;0;0;0;0;6;42;20;5;6,2;3;2;8;3;999;999;0;0;0;0;0;4;0;0;0;0;1;06;06;05;  ;  ;  ;0; ; ;07
AE;4658;012;001;01;05;06;02;2;2;0;5;2;0;0;2;32;28;11;8,6;0;1;2;4;14;7;1;3;2;4;99;99;0;0;0;1;8;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;002;01;03;05;04;2;3;4;0;2;0;0;1;38;32;12;9,7;0;1;1;3;14;5;1;1;2;2;0;99;8;6;2;4;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;003;01;05;01;03;2;2;4;0;2;0;0;6;33;27;6;5,5;0;1;4;3;999;999;0;0;0;2;99;0;0;0;0;0;7;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;004;01;05;06;02;2;2;0;0;0;0;0;3;25;20;8;3,9;0;1;2;2;11;5;5;1;2;0;1;0;0;0;0;3;7;31;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;005;01;06;05;03;1;2;0;1;2;0;0;1;32;23;5;2,8;0;1;1;3;15;5;1;1;2;1;98;98;0;0;0;7;0;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;006;01;05;06;02;2;7;0;0;2;0;0;9;25;14;8;2,6;0;4;9;7;999;999;0;0;0;4;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4658;012;007;01;05;;03;2;2;4;0;2;0;0;6;22;15;3;1,2;0;1;8;7;999;999;0;0;0;1;0;99;0;0;0;0;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;008;01;06;05;03;1;6;0;5;3;0;0;2;18;16;3;0,9;0;1;4;3;999;999;0;0;0;4;0;99;0;0;0;0;3;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;009;01;05;06;02;2;0;0;0;0;0;0;9;21;11;5;1,1;0;4;9;7;999;999;0;0;0;0;98;98;0;0;0;0;0;  ;  ;  ;  ;  ;  ;0; ; ;24
AE;4658;012;010;01;05;;02;2;2;4;0;2;0;0;6;24;23;10;7,7;3;1;8;3;999;999;0;0;0;2;0;99;0;0;0;0;0;31;05;09;31;06;  ; ; ; ;07
AE;4658;012;011;01;05;;02;2;0;4;1;2;0;0;2;36;23;8;5,7;0;1;4;4;999;999;0;0;0;2;0;99;0;0;0;0;0;31;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;012;012;01;05;06;02;2;2;0;0;0;0;0;2;22;18;2;1,6;0;2;2;3;13;4;1;1;2;0;0;2;0;0;0;3;1;31;31;  ;  ;  ;  ;0; ; ;22
AE;4658;012;013;01;06;05;03;1;7;0;0;0;0;0;2;38;22;7;4,5;3;1;2;3;16;5;1;4;2;0;99;1;8;6;0;4;8;05;  ;  ;  ;  ;  ;0; ; ;07
AE;4658;025;001;01;06;;10;2;2;0;1;1;0;0;6;34;20;8;5,5;3;1;8;3;999;999;0;0;0;2;0;1;0;0;0;0;1;31;05;09;  ;  ;  ;2; ; ;07
AE;4658;053;001;01;06;05;03;1;2;0;0;0;0;0;1;18;15;5;0,9;0;1;1;4;6;5;1;4;2;0;0;99;0;0;1;1;4;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;053;002;01;06;05;03;2;0;0;0;0;0;0;2;18;16;2;0,5;0;1;3;3;999;999;0;0;0;0;0;99;0;0;1;0;1;  ;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;053;003;01;05;;03;1;0;4;0;2;0;0;2;29;24;10;4,9;0;1;2;3;23;10;3;3;2;2;0;0;8;6;0;5;0;16;  ;  ;  ;  ;  ; ; ; ;21
AE;4658;053;004;01;05;06;02;2;2;0;1;2;0;0;6;29;27;11;8,2;0;1;6;6;16;10;1;4;2;1;1;1;0;0;0;4;1;31;  ;  ;  ;  ;  ;0; ; ;21
AE;4658;053;006;01;05;06;02;2;2;0;1;2;0;0;9;28;27;16;14,9;3;3; ; ;NA;NA; ; ; ; ;NA;NA; ; ; ; ; ;09;16;  ;  ;  ;  ; ; ; ;11
AE;4658;061;001;01;06;05;10;2;0;0;2;2;0;0;1;24;14;5;1,1;0;1;1;3;14;6;1;1;2;2;99;98;0;0;1;7;1;  ;  ;  ;  ;  ;  ;0; ; ;21
