"FBG_1","FBG_3","FBG_4","FBG_5","FBG_6","FB1_17","FB1_18","FB1_19","FB1_20","FB1_21","FB1_22","FB1_24","FB1_25","FB1_26","FB1_27","FB1_28","FB1_29","FB1_30","FB1_32","FB1_33","FB2_35","FB2_38","FB2_45","FB2_46","FB2_44","FB2_42","FB2_52","FB1_23","FB2_54","FB2_55","FB2_56","FB2_57","FB2_53","FB2_58","IGerM","FB1_16","FB2_43","FB2_49","FB2_51","FB2_59","FB2_60"
"AE","2716","8","1","1","2",2,12,0,0,0,0,0,6,18,17,6,2,0,2,4,0,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0506",999,1,1,"","0"
"AE","2724","19","1","1","2",2,0,4,0,2,0,0,1,46,38,14,20.1,0,1,1,5,39,14,1,3,4,3,0,0,0,0,"0",0,"21","05",999,4,0,"","0"
"AE","2724","19","2","1","3",1,0,2,0,1,0,0,3,24,21,9,4.7,3,1,6,2,13,10,1,1,0,2,0,1,0,0,"0",7,"7","06",999,0,0,"05","0"
"AE","2724","19","3","1","2",2,12,0,0,0,0,0,6,22,10,5,1.3,0,2,8,3,999,999,0,0,1,1,0,2,0,0,"0",0,"22","0506",999,1,1,"33","0"
"AE","2745","31","1","1","2",2,12,0,0,0,0,0,2,17,17,5,1.7,3,2,4,4,999,999,0,0,1,1,0,99,0,0,"0",1,"8","0506",999,1,1,"0431","0"
"AE","2881","7","1","1","16",2,16,0,1,2,0,0,3,31,28,7,7.3,0,2,2,6,8,3,1,1,0,1,99,2,0,0,"0",1,"22","0605",999,4,0,"31","0"
"AE","2926","8","1","1","2",2,12,0,0,0,0,0,6,14,13,4,0.8,0,2,4,3,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0506",999,1,1,"","0"
"AE","2926","8","2","1","2",2,0,0,0,0,0,0,1,24,14,2,0.7,0,1,1,3,7,3,1,3,0,1,0,1,0,0,"3",0,"21","0506",999,0,0,"","0"
"AE","2926","19","1","1","3",3,0,0,0,0,0,0,2,32,13,5,2.5,0,2,2,3,8,4,1,5,0,1,0,3,0,0,"0",1,"22","0306",999,0,4,"","0"
"AE","2926","19","2","1","11",2,13,2,1,1,0,0,1,31,23,8,5.4,0,1,1,2,11,6,1,1,0,1,0,2,0,0,"3",9,"21","06",999,0,4,"31","0"
"AE","2926","19","3","1","2",3,13,0,0,0,0,0,6,29,21,6,3.9,3,2,8,4,999,999,0,0,1,1,0,1,0,0,"0",1,"3","0506",999,1,1,"0613","0"
"AE","3053","13","1","1","2",2,14,0,0,0,0,0,6,20,17,3,1.7,0,2,4,4,999,999,0,0,1,1,0,99,0,0,"0",1,"22","0506",999,1,1,"31","0"
"AE","3143","18","1","1","3",1,0,0,0,0,0,0,2,22,15,4,1.4,0,1,5,5,14,4,1,3,0,1,0,99,0,0,"3",0,"21","0605",999,0,0,"","0"
"AE","3290","15","1","1","2",2,0,0,0,0,0,0,2,30,20,6,4,0,2,2,3,10,5,1,3,0,1,0,3,0,0,"0",1,"22","0506",999,9,9,"31","0"
"AE","3296","7","1","1","3",2,17,0,0,0,0,0,2,69,22,8,11,3,2,2,4,10,5,1,3,0,1,99,3,0,0,"0",1,"8","0605",999,0,0,"313104","0"
"AE","3296","29","1","1","2",2,11,0,0,0,0,0,2,41,20,5,3.6,0,1,4,3,999,999,0,0,1,1,0,3,0,0,"0",1,"21","0506",999,1,1,"","0"
"AE","3296","36","1","1","2",2,0,4,3,2,0,0,6,39,18,6,3.6,0,1,8,1,999,999,0,0,1,2,0,99,0,0,"0",2,"21","05",999,1,1,"","0"
"AE","3296","40","1","1","3",1,0,0,0,0,0,0,6,13,9,3,0.3,0,2,4,0,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0605",999,1,1,"","0"
"AE","3338","21","1","1","2",2,12,4,3,2,0,0,2,56,23,10,9.2,0,2,3,3,999,999,0,0,1,1,0,3,0,0,"7",4,"22","05",999,1,1,"","0"
"AE","3359","7","1","1","3",2,0,4,1,3,0,0,9,16,15,10,1.7,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","0206",999,1,1,"","0"
"AE","3359","7","2","1","2",2,0,0,0,0,0,0,1,21,16,1,0.4,0,1,1,4,8,2,1,999,0,1,98,98,0,0,"3",0,"21","0502",3,0,0,"","0"
"AE","3359","7","3","1","9",2,0,4,0,2,0,0,6,16,13,1,0.3,0,1,8,0,999,999,0,0,1,1,0,99,0,0,"0",9,"21","0306",999,1,1,"","0"
"AE","3359","7","4","1","3",3,12,0,0,0,0,0,6,24,20,4,1.7,0,1,8,3,999,999,0,0,1,1,0,1,0,0,"0",9,"21","0501",999,1,1,"","0"
"AE","3359","7","5","1","3",2,12,0,0,0,0,0,6,21,16,3,0.8,0,1,8,0,999,999,0,0,1,1,98,99,0,0,"0",0,"21","0501",999,1,1,"","0"
"AE","3359","7","6","1","16",4,0,3,0,3,7,2,6,18,14,4,0.8,0,1,7,0,999,999,0,0,1,1,98,98,0,0,"5",0,"21","11",999,1,1,"","0"
"AE","3360","24","1","1","3",1,0,0,0,0,0,0,2,16,14,3,0.7,0,2,2,3,4,2,1,3,0,1,99,99,0,0,"0",0,"22","0206",999,0,4,"","0"
"AE","3364","16","1","1","16",4,0,0,2,3,0,0,9,12,9,5,0.4,0,1,3,0,999,999,0,0,1,4,98,98,0,0,"3",0,"21","11",999,1,1,"","0"
"AE","3365","14","1","1","2",2,0,0,0,0,0,0,6,18,12,3,0.6,0,2,6,3,6,3,1,5,0,1,0,99,0,0,"0",0,"22","0502",999,0,4,"","0"
"AE","3365","16","1","1","2",2,0,2,0,1,0,0,1,18,14,5,0.7,0,1,1,3,998,998,1,999,0,1,99,99,0,0,"3",9,"21","06",3,4,0,"","0"
"AE","3365","60","1","1","4",2,13,4,0,2,0,0,2,25,22,9,3.4,0,1,2,3,998,998,1,999,0,2,0,1,0,0,"0",2,"21","0305",3,0,0,"","0"
"AE","3365","65","1","1","10",2,12,4,2,2,0,0,1,32,24,10,5.3,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",9,"24","05",999,1,1,"","0"
"AE","3370","7","1","1","2",1,15,0,0,0,0,0,1,31,23,13,6.1,0,1,1,3,15,11,1,9,0,1,1,99,8,6,"3",1,"21","11",999,0,4,"","0"
"AE","3370","7","2","1","2",1,12,0,0,0,0,0,1,20,15,4,0.8,0,1,1,6,13,4,1,4,0,1,99,99,0,0,"5",1,"21","0502",999,0,4,"","0"
"AE","3370","7","3","1","2",1,0,0,0,0,0,0,2,19,10,2,0.3,0,1,4,0,999,999,0,0,1,1,98,98,0,0,"0",0,"21","0205",999,1,1,"","0"
"AE","3370","7","4","1","2",2,0,0,0,0,0,0,2,19,12,5,1,0,1,3,3,999,999,0,0,1,1,0,99,0,0,"3",7,"21","0506",999,1,1,"","0"
"AE","3370","7","5","1","2",2,0,4,0,2,0,0,1,11,6,2,0.1,0,1,1,3,4,2,1,3,0,2,0,99,0,0,"3",0,"21","05",999,0,0,"","0"
"AE","3370","7","6","1","2",2,0,0,0,0,0,0,2,15,10,2,0.2,0,1,3,4,999,999,0,0,1,1,0,99,0,0,"3",1,"21","0506",999,1,1,"","0"
"AE","3370","7","7","1","2",2,11,0,0,0,0,0,1,16,13,3,0.6,0,1,1,1,998,3,1,5,0,1,0,99,0,0,"3",0,"21","0506",999,0,0,"","0"
"AE","3370","7","8","1","2",2,0,0,0,0,0,0,3,13,10,2,0.2,0,2,4,1,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0506",999,1,1,"","0"
"AE","3370","7","9","1","3",2,12,0,0,0,0,0,6,18,17,3,0.9,0,1,8,3,999,999,0,0,1,1,0,98,0,0,"0",0,"21","0605",999,1,1,"31","0"
"AE","3370","7","10","1","2",2,12,4,0,1,0,0,1,27,12,8,2.3,0,1,1,3,6,3,1,3,0,2,0,0,0,0,"3",0,"21","06",999,0,4,"","0"
"AE","3370","7","11","1","2",2,12,4,0,2,0,0,2,18,14,3,0.7,0,1,4,3,999,999,0,0,1,3,0,0,0,0,"0",0,"21","0506",999,1,1,"","0"
"AE","3370","7","12","1","10",2,12,4,0,2,0,0,1,16,10,3,0.6,0,1,1,1,7,3,1,3,0,1,99,99,0,0,"5",4,"21","0605",999,0,0,"","0"
"AE","3370","7","13","1","10",2,0,4,0,2,0,0,1,20,11,2,0.3,0,1,1,3,5,2,1,3,0,1,0,99,0,0,"3",1,"21","0605",999,0,0,"","0"
"AE","3370","7","14","1","3",2,12,0,0,0,0,0,6,15,10,2,0.2,0,1,8,0,999,999,0,0,1,1,98,98,0,0,"0",0,"21","0605",999,1,1,"","0"
"AE","3370","7","15","1","7",2,12,4,0,2,0,0,6,12,9,2,0.2,0,1,6,3,998,998,1,999,0,2,0,99,0,0,"0",0,"21","05",3,0,0,"","0"
"AE","3370","7","16","1","10",2,0,4,0,2,0,0,6,11,10,1,0.2,0,1,8,3,999,999,0,0,1,2,98,98,0,0,"0",0,"21","05",999,1,1,"","0"
"AE","3370","7","17","1","16",4,0,0,5,3,7,2,6,15,13,3,0.5,0,1,6,3,9,2,1,999,0,4,98,98,0,0,"0",0,"21","11",3,9,9,"","0"
"AE","3370","7","18","1","16",4,18,4,5,3,7,2,6,22,16,5,1.2,0,1,2,3,7,5,3,4,0,1,98,98,0,0,"0",0,"21","11",999,9,9,"","0"
"AE","3371","9","1","1","2",2,12,4,0,2,0,0,1,40,32,9,9.5,0,1,1,4,998,998,1,1,0,2,99,0,0,0,"3",0,"21","10",999,0,4,"","0"
"AE","3372","14","1","1","9",2,12,4,0,2,0,0,1,13,9,2,0.3,0,1,1,3,4,2,1,3,0,1,99,99,0,0,"3",1,"21","03",999,9,9,"","0"
"AE","3372","50","1","1","14",2,12,0,0,0,0,0,6,17,13,2,0.4,3,1,7,2,999,999,0,0,1,1,0,99,0,0,"0",0,"1","0605",999,1,1,"01","0"
"AE","3372","51","1","1","2",2,0,0,0,0,0,0,3,17,17,3,0.9,0,1,2,6,12,3,1,5,0,1,99,99,0,0,"0",1,"21","0506",999,0,0,"","0"
"AE","3372","54","1","1","2",2,0,0,0,0,0,0,6,23,16,3,1,3,1,8,0,999,999,0,0,1,1,0,99,0,0,"0",0,"1","0506",999,1,1,"01","0"
"AE","3372","55","1","1","3",2,12,0,0,0,0,0,6,25,14,3,1,3,2,8,3,999,999,0,0,1,1,0,99,0,0,"0",1,"1","0605",999,1,1,"01","0"
"AE","3375","21","1","1","16",4,18,4,5,3,7,2,6,19,15,5,1,0,1,8,0,999,999,0,0,1,2,98,98,0,0,"0",0,"21","11",999,1,1,"","0"
"AE","3376","12","1","1","3",3,13,4,0,2,0,0,1,30,25,6,3.7,0,1,1,1,20,6,1,5,0,1,1,2,0,0,"5",1,"21","05",999,4,4,"","0"
"AE","3376","12","2","1","2",3,0,0,0,0,0,0,6,15,13,3,0.6,0,2,6,3,9,2,1,3,0,1,99,99,0,0,"0",1,"22","0506",999,0,4,"31","0"
"AE","3376","20","1","1","3",3,13,0,0,0,0,0,2,20,19,4,1.7,0,1,8,0,999,999,0,0,1,1,0,2,0,0,"0",0,"21","01",999,1,1,"31","0"
"AE","3376","44","1","1","10",1,12,0,1,2,0,0,2,29,15,2,0.9,0,1,3,3,999,999,0,0,1,1,98,99,0,0,"3",9,"21","0605",999,1,1,"","0"
"AE","3376","51","1","1","10",2,12,4,0,2,0,0,6,27,17,3,1.9,0,2,6,3,9,3,1,5,0,2,99,1,0,0,"0",1,"22","0306",999,0,4,"","0"
"AE","3377","16","1","1","2",2,17,0,0,0,0,0,1,38,23,5,3,0,1,1,4,998,998,1,999,0,1,1,1,0,0,"3",4,"21","0506",2,4,4,"","0"
"AE","3377","16","2","1","2",2,0,4,0,2,0,0,1,17,14,4,0.9,0,1,1,6,9,4,1,3,0,2,0,99,0,0,"5",1,"21","05",999,4,0,"","0"
"AE","3377","16","3","1","8",2,0,4,0,3,0,0,6,19,13,2,0.7,3,2,8,0,999,999,0,0,1,1,0,99,0,0,"0",0,"9","0306",999,1,1,"06","0"
"AE","3377","31","1","1","3",2,12,0,0,0,0,0,3,14,11,2,0.5,0,2,2,6,4,2,1,3,0,1,0,99,0,0,"0",1,"22","0605",999,9,9,"","0"
"AE","3385","11","1","1","3",1,0,2,3,1,0,0,2,35,27,8,6.1,0,1,6,4,8,4,1,9,9,2,0,99,0,0,"0",4,"21","06",999,9,4,"","0"
"AE","3407","41","1","1","2",2,13,0,0,0,0,0,6,21,15,3,0.9,1,1,8,0,999,999,0,0,1,1,0,99,0,0,"0",0,"1","0506",999,1,1,"01","0"
"AE","3409","35","1","1","2",2,0,4,2,3,0,0,2,28,14,5,1,0,2,2,3,7,6,1,1,0,1,1,1,0,0,"0",1,"22","0506",999,0,0,"3131","0"
"AE","3421","62","1","1","2",2,17,0,0,0,0,0,6,26,18,4,1.5,4,2,8,0,999,999,0,0,1,1,0,99,0,0,"0",0,"1","0506",999,1,1,"01","0"
"AE","3423","12","1","1","11",2,13,4,1,2,0,0,6,26,24,9,5.1,3,1,6,3,9,3,3,999,0,1,0,99,0,0,"0",0,"11","05",3,0,0,"0910","0"
"AE","3430","6","1","1","2",2,17,0,0,0,0,0,6,32,16,4,1.4,3,2,8,4,999,999,0,0,1,1,0,2,0,0,"0",1,"1","0506",999,1,1,"01","0"
"AE","3521","7","1","1","2",2,13,4,0,2,0,0,1,41,30,11,12.2,0,1,1,3,21,8,1,1,9,1,0,1,7,5,"3",1,"21","05",999,9,4,"","0"
"AE","3521","7","2","1","2",2,16,0,0,0,0,0,1,30,16,5,2,0,1,1,3,12,4,5,4,0,1,99,1,0,0,"3",1,"21","0506",999,0,0,"31","0"
"AE","3521","7","3","1","2",2,11,0,1,2,0,0,2,23,9,6,0.8,0,1,3,3,999,999,0,0,1,1,0,99,0,0,"5",0,"21","0506",999,1,1,"","0"
"AE","3521","11","1","1","2",2,13,4,0,2,0,0,6,47,36,15,23,2,1,6,2,7,3,1,3,0,1,98,98,6,2,"0",0,"9","05",999,4,0,"06","2"
"AE","3521","11","2","1","2",2,15,4,5,3,0,0,3,42,18,5,3.5,0,2,5,3,6,3,1,3,0,1,99,1,0,0,"3",1,"22","0506",999,0,4,"31","0"
"AE","3521","11","3","1","1",2,12,0,0,0,0,0,6,31,23,6,5.2,1,2,2,4,10,3,1,3,0,1,99,2,0,0,"0",3,"8","0506",999,0,4,"313104","0"
"AE","3521","38","1","1","2",2,11,0,0,0,0,0,2,15,10,6,0.8,0,1,2,5,6,6,1,5,0,1,0,99,0,0,"0",0,"21","0506",999,0,4,"","0"
"AE","3526","7","1","1","3",1,15,0,1,2,0,0,2,40,32,17,15.4,0,1,2,3,19,14,1,9,9,2,98,98,5,5,"0",9,"21","0605",999,9,9,"","0"
"AE","3526","7","2","1","3",2,17,0,0,0,0,0,6,25,18,8,3.7,3,2,8,4,999,999,0,0,1,1,0,3,0,0,"0",1,"9","0605",999,1,1,"0906","0"
"AE","3526","10","1","1","2",1,12,4,5,2,0,0,3,52,35,12,21.4,0,1,2,2,998,998,1,999,0,2,0,99,0,0,"0",0,"21","05",3,0,0,"","0"
"AE","3526","10","2","1","3",2,14,0,0,2,0,0,2,34,18,9,3.7,0,1,3,2,999,999,0,0,1,1,0,1,0,0,"3",0,"21","0605",999,1,1,"","0"
"AE","3526","10","3","1","10",2,14,0,0,0,0,0,2,12,10,3,0.3,0,1,3,6,999,999,0,0,1,1,0,99,0,0,"3",0,"21","0605",999,1,1,"","0"
"AE","3536","8","1","1","2",2,12,0,0,0,0,0,1,20,18,6,1.9,0,1,1,3,12,4,1,5,0,1,0,99,0,0,"5",1,"21","0506",999,0,0,"","0"
"AE","3536","16","1","1","2",2,12,4,1,2,0,0,1,46,26,8,7.4,0,1,1,3,10,5,3,3,0,1,0,1,6,2,"5",1,"21","05",999,0,4,"313131","0"
"AE","3567","15","1","1","3",2,17,4,0,2,0,0,6,29,20,8,3.3,0,2,7,2,999,999,0,0,1,1,0,2,0,0,"3",1,"22","05",999,1,1,"","0"
"AE","3567","15","2","1","10",2,11,0,1,2,0,0,2,25,20,3,1.5,0,1,3,4,999,999,0,0,1,1,0,99,0,0,"0",0,"21","0605",999,1,1,"31","0"
"AE","3567","15","3","1","2",2,17,0,1,1,0,0,3,21,20,7,3,0,2,2,6,7,2,1,999,0,1,0,99,0,0,"0",1,"22","06",3,0,0,"31","0"
"AE","3567","15","4","1","3",2,12,0,0,0,0,0,6,26,13,3,1.1,2,2,8,3,999,999,0,0,1,1,0,1,0,0,"0",0,"1","0605",999,1,1,"01","0"
"AE","3567","15","5","1","2",2,13,0,0,0,0,0,1,17,11,3,0.6,0,1,1,5,6,3,1,3,0,1,99,99,0,0,"5",1,"21","0506",999,0,0,"","0"
"AE","3567","15","6","1","11",2,0,0,1,2,0,0,6,30,15,5,2.2,3,1,8,5,999,999,0,0,1,2,0,2,0,0,"0",1,"7","0605",999,1,1,"05","0"
"AE","3567","20","1","1","2",2,12,0,0,0,0,0,3,23,16,5,1.6,0,1,4,6,999,999,0,0,1,1,0,99,0,0,"0",4,"21","0506",999,1,1,"","0"
"AE","3567","20","2","1","2",2,13,0,0,0,0,0,9,15,12,6,0.5,0,3,9,0,999,999,0,0,1,1,98,98,0,0,"0",0,"24","0506",999,1,1,"","0"
"AE","3567","20","3","1","3",2,13,0,0,0,0,0,3,16,9,3,0.5,0,1,3,6,999,999,0,0,1,1,0,99,0,0,"5",0,"21","0605",999,1,1,"","0"
"AE","3567","20","4","1","3",2,0,0,1,2,0,0,6,10,8,4,0.4,0,1,8,0,999,999,0,0,1,3,0,0,0,0,"0",0,"21","0605",999,1,1,"","0"
"AE","3567","20","5","1","3",3,0,2,0,1,0,0,1,20,15,4,0.9,0,1,1,2,15,4,1,3,0,1,0,99,0,0,"3",0,"21","06",999,0,4,"","0"
"AE","3567","27","1","1","3",2,0,3,0,3,0,0,3,22,11,6,1,0,1,2,6,13,6,1,5,0,1,0,99,0,0,"0",9,"21","0605",999,9,9,"","0"
"AE","3579","13","1","1","2",2,13,4,0,2,0,0,2,27,24,9,5.8,0,1,2,3,8,4,1,5,4,2,0,1,0,0,"0",1,"21","05",999,0,0,"31","0"
"AE","3616","6","1","1","2",2,0,2,0,1,0,0,6,14,14,7,1.3,4,1,8,3,999,999,0,0,1,1,98,98,0,0,"0",0,"7","06",999,1,1,"0531","0"
"AE","3653","22","1","1","3",1,13,4,0,2,0,0,6,46,24,20,16.9,3,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"11","0305",999,1,1,"09","0"
"AE","3653","48","1","1","16",4,18,4,0,2,7,2,9,38,26,23,13.2,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","3669","25","1","1","4",2,17,0,1,2,0,0,1,48,20,5,4.3,0,2,1,4,9,5,1,3,0,1,0,3,0,0,"3",1,"22","0605",999,0,0,"31","0"
"AE","3669","62","1","1","3",1,12,0,1,2,0,0,1,23,13,2,0.6,0,1,1,3,10,1,3,999,0,2,0,99,0,0,"5",1,"21","0605",3,0,0,"","0"
"AE","3669","76","1","1","3",2,0,2,0,1,0,0,6,26,14,5,1.5,0,1,8,1,999,999,0,0,1,1,0,99,0,0,"0",0,"21","06",999,1,1,"","0"
"AE","3687","11","1","1","10",2,11,0,0,0,0,0,6,23,14,2,0.6,3,1,8,1,999,999,0,0,1,1,0,1,0,0,"0",0,"1","0605",999,1,1,"01","0"
"AE","3907","4","1","1","3",2,0,0,0,0,0,0,2,16,15,3,1.1,0,2,4,3,999,999,0,0,1,1,0,99,0,0,"0",1,"22","0605",999,1,1,"","0"
"AE","3940","23","1","1","2",2,13,4,2,2,0,0,1,72,62,27,105.9,0,1,1,5,41,19,1,1,9,2,99,1,4,3,"3",7,"21","10",999,0,0,"","0"
"AE","3941","42","1","1","10",2,0,3,1,2,0,0,6,20,14,3,0.8,1,1,8,0,999,999,0,0,1,4,0,0,0,0,"0",0,"1","0605",999,1,1,"01","0"
"AE","3941","43","1","1",NA,NA,0,NA,NA,NA,NA,7,NA,999,999,999,999,5,9,9,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","03",999,NA,NA,"01","0"
"AE","3942","39","1","1","16",4,0,2,0,1,0,0,1,11,9,4,0.4,0,4,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"26","06",999,1,1,"","0"
"AE","3983","13","1","1","16",4,18,0,5,3,4,2,9,21,16,9,2.2,0,1,7,3,999,999,0,0,1,4,98,98,0,0,"9",0,"21","11",999,1,1,"","0"
"AE","4002","14","1","1","2",2,13,4,4,1,0,0,1,38,32,6,4.5,0,1,1,3,14,6,1,3,0,2,2,1,0,0,"3",1,"21","06",999,0,0,"","0"
"AE","4006","15","1","1","10",2,12,0,2,3,0,0,6,30,18,4,1.3,3,2,8,3,999,999,0,0,1,2,0,1,0,0,"0",1,"1","0605",999,1,1,"01","0"
"AE","4006","16","1","1","10",2,12,0,0,0,0,0,6,37,21,5,3.4,3,2,8,3,999,999,0,0,1,1,0,1,0,0,"0",1,"1","0306",999,1,1,"01","0"
"AE","4006","17","1","1","11",2,0,0,0,0,0,0,6,30,19,4,1.9,3,1,8,0,999,999,0,0,1,1,0,1,0,0,"0",0,"1","0306",999,1,1,"01","0"
"AE","4219","7","1","1","3",2,17,0,0,0,0,0,2,28,18,6,3.6,0,2,4,3,999,999,0,0,1,1,0,3,0,0,"0",0,"22","0605",999,1,1,"","0"
"AE","4219","17","1","1","3",2,11,0,0,0,0,0,6,18,14,4,1.2,0,2,8,0,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0605",999,1,1,"31","0"
"AE","4219","17","2","1","2",2,16,4,5,2,0,0,6,18,10,3,0.7,0,1,8,0,999,999,0,0,1,4,0,98,0,0,"0",0,"21","05",999,1,1,"","0"
"AE","4219","17","3","1","2",2,0,0,2,2,0,0,2,14,10,3,0.4,0,1,6,3,7,3,1,3,0,1,0,99,0,0,"0",0,"21","0506",999,0,0,"","0"
"AE","4219","17","4","1","2",3,13,0,0,0,8,0,6,20,17,6,1.8,0,2,8,6,999,999,0,0,1,1,0,99,0,0,"0",1,"22","0506",999,1,1,"31","0"
"AE","4219","17","5","1","16",4,18,0,5,3,4,4,6,21,14,4,0.7,2,1,8,0,999,999,0,0,1,4,0,98,0,0,"0",0,"1","11",999,1,1,"01","0"
"AE","4219","17","6","1","2",3,12,0,1,2,0,0,2,28,15,4,1.7,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","0506",999,1,1,"","0"
"AE","4219","17","7","1","2",3,12,0,1,2,0,0,2,35,14,5,1.5,0,3,9,0,999,999,0,0,1,1,98,98,0,0,"0",0,"24","0506",999,1,1,"","0"
"AE","4219","17","8","1","2",3,12,0,1,2,0,0,2,20,14,5,1.5,3,1,4,3,999,999,0,0,1,2,0,99,0,0,"0",2,"11","0506",999,1,1,"09","0"
"AE","4219","21","1","1","1",3,13,0,0,0,0,0,6,30,22,6,5.1,2,2,8,3,999,999,0,0,1,1,0,2,0,0,"0",1,"7","0506",999,1,1,"05060631","0"
"AE","4219","21","2","1","16",4,18,0,5,3,4,2,9,12,7,3,0.2,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","4219","21","3","1","3",2,0,0,0,0,0,0,6,13,6,2,0.2,0,1,8,0,999,999,0,0,1,1,0,98,0,0,"0",0,"21","0605",999,1,1,"","0"
"AE","4221","13","1","1","16",4,0,0,0,0,8,5,3,24,19,6,2.5,4,2,8,1,999,999,0,0,1,1,0,99,0,0,"0",1,"22","11",999,1,1,"3110","0"
"AE","4221","13","2","1","2",2,13,0,0,0,0,0,3,16,12,4,0.5,0,1,3,6,999,999,0,0,1,1,99,99,0,0,"0",0,"21","0506",999,1,1,"","0"
"AE","4221","27","1","1","3",1,14,0,0,0,0,0,1,24,19,6,2.5,0,1,1,1,7,3,1,3,0,1,99,99,0,0,"5",1,"21","0605",999,0,4,"","0"
"AE","4221","27","2","1","3",2,0,0,0,2,0,0,9,15,14,3,0.7,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","0605",999,1,1,"","0"
