"FBG_1","FBG_3","FBG_4","FBG_5","FBG_6","FB1_17","FB1_18","FB1_19","FB1_20","FB1_21","FB1_22","FB1_24","FB1_25","FB1_26","FB1_27","FB1_28","FB1_29","FB1_30","FB1_32","FB1_33","FB2_35","FB2_38","FB2_45","FB2_46","FB2_44","FB2_42","FB2_52","FB1_23","FB2_54","FB2_55","FB2_56","FB2_57","FB2_53","FB2_58","IGerM","FB1_16","FB2_43","FB2_49","FB2_51","FB2_59","FB2_60"
"AE","4222","13","1","1","3",1,12,0,0,0,0,0,1,29,20,20,12.9,0,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"23","0605",999,NA,NA,"","0"
"AE","4222","30","1","1","3",3,12,4,0,2,0,0,6,23,20,6,3,0,2,6,3,13,4,1,999,0,1,0,2,0,0,"0",1,"22","01",3,9,4,"","0"
"AE","4225","8","1","1","2",3,13,0,0,0,0,0,6,30,13,6,2.6,3,2,8,4,999,999,0,0,1,1,0,2,8,6,"0",1,"8","0506",999,1,1,"0406","0"
"AE","4225","23","1","1","16",4,18,0,5,3,7,4,6,21,20,6,2.8,4,2,8,0,999,999,0,0,1,4,0,99,0,0,"0",0,"22","11",999,1,1,"","0"
"AE","4658","6","1","1","3",2,17,0,0,0,0,0,6,42,20,5,6.2,3,2,8,3,999,999,0,0,1,1,0,4,0,0,"0",1,"7","0306",999,1,1,"060605","0"
"AE","4658","12","1","1","2",2,12,0,5,2,0,0,2,32,28,11,8.6,0,1,2,4,14,7,1,4,0,4,99,99,0,0,"0",9,"21","0506",999,0,0,"","0"
"AE","4658","12","2","1","4",2,13,4,0,2,0,0,1,38,32,12,9.7,0,1,1,3,14,5,1,3,0,2,0,99,8,6,"5",1,"21","0305",999,4,4,"","0"
"AE","4658","12","3","1","3",2,12,4,0,2,0,0,6,33,27,6,5.5,0,1,4,3,999,999,0,0,1,2,99,0,0,0,"0",7,"21","0501",999,1,1,"","0"
"AE","4658","12","4","1","2",2,12,0,0,0,0,0,3,25,20,8,3.9,0,1,2,2,11,5,5,3,0,1,1,0,0,0,"0",7,"21","0506",999,0,4,"31","0"
"AE","4658","12","5","1","3",1,12,0,1,2,0,0,1,32,23,5,2.8,0,1,1,3,15,5,1,3,0,1,98,98,0,0,"0",0,"21","0605",999,9,9,"","0"
"AE","4658","12","6","1","2",2,17,0,0,2,0,0,9,25,14,8,2.6,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","0506",999,1,1,"","0"
"AE","4658","12","7","1","3",2,12,4,0,2,0,0,6,22,15,3,1.2,0,1,8,0,999,999,0,0,1,1,0,99,0,0,"0",1,"21","05",999,1,1,"","0"
"AE","4658","12","8","1","3",1,16,0,5,3,0,0,2,18,16,3,0.9,0,1,4,3,999,999,0,0,1,4,0,99,0,0,"0",3,"21","0605",999,1,1,"","0"
"AE","4658","12","9","1","2",2,0,0,0,0,0,0,9,21,11,5,1.1,0,3,9,0,999,999,0,0,1,1,98,98,0,0,"0",0,"24","0506",999,1,1,"","0"
"AE","4658","12","10","1","2",2,12,4,0,2,0,0,6,24,23,10,7.7,3,1,8,3,999,999,0,0,1,2,0,99,0,0,"0",0,"7","05",999,1,1,"3105093106","0"
"AE","4658","12","11","1","2",2,0,4,1,2,0,0,2,36,23,8,5.7,0,1,4,4,999,999,0,0,1,2,0,99,0,0,"0",0,"21","05",999,1,1,"31","0"
"AE","4658","12","12","1","2",2,12,0,0,0,0,0,2,22,18,2,1.6,0,2,2,3,13,4,1,3,0,1,0,2,0,0,"0",1,"22","0506",999,0,4,"3131","0"
"AE","4658","12","13","1","3",1,17,0,0,0,0,0,2,38,22,7,4.5,3,1,2,3,16,5,1,5,0,1,99,1,8,6,"0",9,"7","0605",999,4,4,"05","0"
"AE","4658","25","1","1","10",2,12,0,1,1,0,0,6,34,20,8,5.5,3,1,8,3,999,999,0,0,1,2,0,1,0,0,"0",1,"7","06",999,1,1,"310509","2"
"AE","4658","53","1","1","3",1,12,0,0,0,0,0,1,18,15,5,0.9,0,1,1,4,6,5,1,5,0,1,0,99,0,0,"3",4,"21","0605",999,0,0,"","0"
"AE","4658","53","2","1","3",2,0,0,0,0,0,0,2,18,16,2,0.5,0,1,3,3,999,999,0,0,1,1,0,99,0,0,"3",1,"21","0605",999,1,1,"","0"
"AE","4658","53","3","1","3",1,0,4,0,2,0,0,2,29,24,10,4.9,0,1,2,3,23,10,3,4,0,2,0,0,8,6,"0",0,"21","05",999,9,4,"16","0"
"AE","4658","53","4","1","2",2,12,0,1,2,0,0,6,29,27,11,8.2,0,1,6,6,16,10,1,5,0,1,1,1,0,0,"0",1,"21","0506",999,4,4,"31","0"
"AE","4658","53","6","1","2",2,12,0,1,2,0,0,9,28,27,16,14.9,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","0506",999,NA,NA,"0916","0"
"AE","4658","61","1","1","10",2,0,0,2,2,0,0,1,24,14,5,1.1,0,1,1,3,14,6,1,3,0,2,99,98,0,0,"3",1,"21","0605",999,9,9,"","0"
"AE","4658","61","2","1","4",1,0,0,2,2,0,0,6,20,16,4,1.6,0,1,7,2,999,999,0,0,1,3,0,0,0,0,"5",0,"21","0605",999,1,1,"","0"
"AE","4658","61","3","1","16",4,18,0,5,3,7,2,9,20,11,6,0.8,0,1,7,6,999,999,0,0,1,4,98,98,0,0,"5",0,"21","11",999,1,1,"","0"
"AE","4740","13","1","1","2",2,14,0,0,0,0,0,6,16,13,5,1,0,1,8,2,999,999,0,0,1,1,0,99,0,0,"0",0,"21","0506",999,1,1,"31","0"
"AE","4740","17","1","1","3",2,12,4,5,2,0,0,9,34,22,18,9.9,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","05",999,1,1,"31","0"
"AE","4740","108","1","1","2",2,14,0,0,0,0,0,2,44,16,8,5.8,0,2,4,4,999,999,0,0,1,1,0,3,0,0,"0",1,"22","0506",999,1,1,"31","0"
"AE","4740","108","2","1","2",2,12,0,1,2,0,0,2,48,14,5,3.6,0,2,4,4,999,999,0,0,1,1,0,3,0,0,"0",1,"22","0506",999,1,1,"313131","0"
"AE","4740","108","3","1","2",2,12,0,0,0,0,0,2,18,15,4,1,0,2,2,3,11,3,1,3,0,1,99,99,0,0,"0",1,"22","0105",999,0,4,"","0"
"AE","4740","108","4","1","16",1,0,2,2,1,0,0,9,16,11,7,1.4,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"25","11",999,1,1,"","0"
"AE","4740","130","1","1","3",1,14,0,0,0,0,0,3,25,21,7,3.5,0,1,2,5,16,5,1,3,0,1,98,98,0,0,"0",0,"21","0605",999,0,0,"","0"
"AE","4740","130","2","1","2",1,0,0,0,0,0,0,1,21,18,5,1.7,0,1,1,1,15,4,1,999,0,1,0,99,0,0,"5",0,"21","0605",3,4,4,"","0"
"AE","4740","130","3","1","2",2,12,4,0,3,0,0,9,44,42,41,103.6,3,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"19","0506",999,1,1,"15","0"
"AE","4740","130","4","1","2",2,13,3,0,2,0,0,9,50,40,32,93.8,3,5,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"19","0506",999,1,1,"15","0"
"AE","4740","132","1","1","2",2,17,0,0,0,0,0,1,43,31,8,8.9,0,1,1,6,17,6,1,4,0,1,99,2,8,6,"5",3,"21","0506",999,0,4,"","0"
"AE","4747","7","1","1","4",2,13,0,0,0,0,0,9,42,22,11,10.2,0,3,9,0,999,999,0,0,1,1,98,98,0,0,"0",0,"24","0605",999,1,1,"","0"
"AE","4747","16","1","1","2",2,17,0,0,0,0,0,2,40,22,6,5.5,0,2,3,4,999,999,0,0,1,1,0,3,0,0,"3",1,"22","0506",999,1,1,"313131","0"
"AE","4773","13","1","1","2",2,11,0,0,0,0,0,2,21,13,2,0.9,0,1,2,3,7,1,1,999,0,1,99,99,0,0,"0",0,"21","0506",3,0,0,"","0"
"AE","4773","13","2","1","2",2,0,3,2,1,0,0,3,24,17,6,2.5,0,1,3,6,999,999,0,0,1,3,0,0,0,0,"3",0,"21","06",999,1,1,"","0"
"AE","4773","13","3","1","16",4,0,2,2,1,0,0,9,23,19,10,4,0,4,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"26","11",999,1,1,"","0"
"AE","4773","22","1","1","2",2,13,4,0,2,0,0,6,33,28,7,4.3,0,1,7,3,999,999,0,0,1,1,0,1,0,0,"3",1,"21","05",999,1,1,"31","0"
"AE","4773","22","2","1","3",1,0,0,0,0,0,0,6,16,11,5,1,0,2,7,1,999,999,0,0,1,1,0,99,0,0,"3",0,"22","0605",999,1,1,"","0"
"AE","4773","40","1","1","3",2,12,0,0,0,0,0,6,35,25,7,6.5,3,2,6,3,7,3,1,3,0,1,0,3,0,0,"0",1,"8","0306",999,0,4,"31043109","2"
"AE","4773","46","1","1","16",4,18,0,5,3,7,4,7,27,17,6,3.1,3,2,4,3,999,999,0,0,1,4,0,3,0,0,"0",0,"8","11",999,1,1,"3104","2"
"AE","4775","25","1","1","3",2,12,0,0,0,0,0,3,24,20,6,3.1,0,2,2,6,10,6,1,3,0,1,99,99,0,0,"0",1,"22","0605",999,0,0,"31","0"
"AE","4828","25","1","1","2",2,16,0,5,0,0,0,2,38,28,8,7.5,0,1,3,3,999,999,0,0,1,1,0,3,0,0,"5",1,"21","0506",999,1,1,"31","0"
"AE","4829","6","1","1","16",4,18,0,5,3,7,2,6,26,19,4,2.6,0,2,8,3,999,999,0,0,1,4,0,2,0,0,"0",0,"22","11",999,1,1,"","0"
"AE","4830","6","1","1","2",2,12,0,0,0,0,0,1,32,15,5,2.3,0,2,1,4,12,4,1,3,4,1,1,0,3,1,"3",1,"22","0506",999,4,4,"","0"
"AE","4878","33","1","1","10",2,0,0,0,0,0,0,2,25,17,4,1.8,0,2,4,3,999,999,0,0,1,1,0,2,0,0,"0",1,"22","0306",999,1,1,"31","0"
"AE","4893","53","1","1","10",2,13,0,0,0,0,0,6,28,16,4,1.4,3,2,8,4,999,999,0,0,1,1,0,99,0,0,"0",0,"1","0605",999,1,1,"01","0"
"AE","4893","57","1","1","10",2,13,0,0,0,0,0,6,34,15,5,2.1,2,2,8,4,999,999,0,0,1,1,0,2,0,0,"0",1,"1","0605",999,1,1,"01","0"
"AE","4904","17","1","1",NA,NA,NA,NA,NA,NA,NA,7,NA,999,999,999,999,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","05",999,NA,NA,"01","0"
"AE","4904","33","1","1","2",2,13,0,0,0,0,0,6,36,17,6,2.9,2,2,8,4,999,999,0,0,1,1,0,2,0,0,"0",1,"1","0506",999,1,1,"01","0"
"AE","4904","34","1","1","11",2,12,0,0,0,0,0,6,29,17,4,2,2,1,8,4,999,999,0,0,1,1,0,99,0,0,"0",9,"1","10",999,1,1,"01","0"
"AE","4913","30","1","1","2",2,14,0,0,0,0,0,6,34,14,4,1.7,4,2,8,3,999,999,0,0,1,1,0,3,0,0,"0",1,"1","0506",999,1,1,"01","0"
"AE","4925","88","1","1","16",4,0,2,2,1,0,0,9,17,9,5,0.7,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"25","11",999,1,1,"","0"
"AE","4929","54","1","1","2",2,16,0,0,0,0,0,6,27,18,5,1.7,3,1,8,0,999,999,0,0,1,1,0,99,0,0,"0",0,"1","0506",999,1,1,"01","0"
"AE","4950","21","1","1","3",1,11,0,0,0,0,0,2,30,17,2,1.1,0,1,2,3,5,2,1,3,0,1,0,2,0,0,"0",1,"21","0605",999,0,4,"","0"
"AE","4953","15","1","1","16",4,18,0,5,3,7,2,4,16,9,4,0.4,0,1,1,4,5,2,1,999,0,4,98,98,0,0,"3",0,"21","11",3,9,9,"","0"
"AE","4956","58","1","1","10",2,12,3,1,3,0,0,6,34,18,4,2.2,3,1,8,3,999,999,0,0,1,2,0,99,0,0,"0",0,"1","0605",999,1,1,"01","0"
"AE","4956","59","1","1","10",1,12,0,0,0,0,0,6,28,17,2,1.2,3,1,8,0,999,999,0,0,1,1,0,99,0,0,"0",0,"1","0605",999,1,1,"01","0"
"AE","4963","29","1","1","10",2,12,0,1,2,0,0,2,25,18,4,1.4,3,1,6,2,7,3,1,3,0,2,0,99,0,0,"0",0,"1","0605",999,0,4,"01","0"
"AE","4963","62","1","1","2",2,0,0,0,0,0,0,6,26,17,3,1.2,2,1,8,3,999,999,0,0,1,1,0,99,0,0,"0",7,"1","0506",999,1,1,"01","0"
"AE","5156","10","1","1","3",1,16,0,0,0,0,0,2,36,18,6,3.2,0,2,4,4,999,999,0,0,1,1,0,3,0,0,"0",1,"22","0605",999,1,1,"31","0"
"AE","5156","28","1","1","2",3,0,0,0,0,0,0,6,57,20,8,6.8,0,2,7,4,999,999,0,0,1,1,0,1,2,1,"3",1,"22","1002",999,1,1,"31","0"
"AE","5156","28","2","1","3",1,0,0,0,0,0,0,2,50,11,4,2.7,0,2,8,3,999,999,0,0,1,1,0,3,0,0,"0",1,"22","0605",999,1,1,"31","0"
"AE","5156","28","3","1","3",1,13,0,0,0,0,0,6,20,19,4,2.3,3,2,8,3,999,999,0,0,1,1,0,3,0,0,"0",1,"4","0605",999,1,1,"141231","2"
"AE","5156","28","4","1","2",2,0,4,0,2,0,0,3,27,20,6,2.8,3,1,5,2,6,5,1,3,0,1,1,99,0,0,"5",1,"9","05",999,0,4,"06","0"
"AE","5156","28","5","1","16",4,18,0,0,0,7,2,6,34,19,6,4,0,2,8,3,999,999,0,0,1,1,0,2,0,0,"0",0,"22","11",999,1,1,"31","0"
"AE","5156","28","6","1","2",2,13,4,1,2,0,0,1,35,27,9,6.8,0,1,1,4,5,4,1,3,0,1,2,0,0,0,"7",9,"21","05",999,0,4,"","0"
"AE","5156","28","7","1","3",2,16,0,0,0,0,0,2,29,25,7,4.8,0,2,2,2,13,7,1,5,0,1,0,1,0,0,"0",1,"22","0605",999,0,4,"","0"
"AE","5156","28","8","1","3",1,15,0,5,2,0,0,3,28,15,4,1.7,0,1,3,1,999,999,0,0,1,4,0,98,0,0,"3",0,"21","0605",999,1,1,"","0"
"AE","5156","28","9","1","3",2,17,0,0,0,0,0,3,13,12,3,0.6,0,2,4,3,999,999,0,0,1,1,0,99,0,0,"0",1,"22","0605",999,1,1,"","0"
"AE","5156","28","10","1","2",2,0,0,0,0,0,0,2,23,5,3,0.3,0,2,3,3,999,999,0,0,1,1,0,99,0,0,"3",0,"22","0506",999,1,1,"","0"
"AE","5156","28","11","1","3",2,0,0,0,0,0,0,1,11,8,2,0.1,0,1,1,1,998,998,1,999,0,1,98,98,0,0,"3",0,"21","0605",2,0,4,"","0"
"AE","5156","33","1","1","2",2,16,0,0,0,0,0,6,60,16,6,5.9,3,2,6,3,10,5,1,5,0,1,0,2,0,0,"0",1,"2","0506",999,0,4,"3102","2"
"AE","5156","35","1","1","3",1,12,0,5,2,0,0,2,34,17,7,4.1,3,2,2,3,11,6,1,5,0,4,0,2,0,0,"0",1,"8","0605",999,0,4,"3104","2"
"AE","5160","12","1","1","1",2,12,0,0,0,0,0,6,25,16,4,1.7,0,1,8,0,999,999,0,0,1,1,98,98,0,0,"0",0,"21","0506",999,1,1,"","0"
"AE","5170","39","1","1","2",2,13,4,0,2,0,0,2,36,24,6,5.5,0,1,2,3,13,5,1,5,0,1,0,1,0,0,"0",4,"21","05",999,0,4,"3131","0"
"AE","5170","39","2","1","2",2,13,0,0,0,0,0,9,28,14,6,2,0,3,9,0,999,999,0,0,1,1,98,98,8,6,"0",0,"24","0506",999,1,1,"31","0"
"AE","5300","21","1","1","2",2,16,0,0,0,0,0,1,28,18,6,2.5,0,1,1,3,7,6,3,3,0,1,99,99,0,0,"3",1,"21","0506",999,0,0,"","0"
"AE","5300","21","2","1","16",4,18,0,5,3,7,2,9,17,15,3,0.6,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","5413","12","1","1","2",2,17,4,1,2,0,0,1,58,46,17,37.3,0,1,1,2,19,10,1,5,0,2,99,2,5,3,"3",9,"21","05",999,9,9,"","0"
"AE","5413","13","1","1","10",2,12,0,0,0,0,0,2,35,18,5,3.4,0,2,4,3,999,999,0,0,1,1,99,3,0,0,"0",3,"22","0605",999,1,1,"3131","0"
"AE","5413","14","2","1","3",1,12,0,0,0,0,0,2,30,13,3,1.7,3,2,4,3,999,999,0,0,1,1,0,3,0,0,"0",1,"3","0605",999,1,1,"311312","2"
"AE","5413","29","1","1","16",4,18,0,5,3,0,0,6,20,15,4,0.9,2,1,8,0,999,999,0,0,1,4,98,98,0,0,"0",0,"1","11",999,1,1,"01","0"
"AE","5413","30","1","1","2",1,12,0,0,0,0,0,2,38,12,3,1.3,0,2,2,4,5,3,1,5,0,1,99,3,0,0,"0",1,"22","0605",999,0,4,"","0"
"AE","5413","31","1","1","3",2,13,0,1,2,0,0,3,38,21,4,3.3,3,1,5,4,11,5,1,1,4,1,99,1,0,0,"5",4,"9","0605",999,0,4,"06","0"
"AE","5413","51","1","1","2",1,14,0,1,2,0,0,6,63,27,6,12.5,0,2,8,4,999,999,0,0,1,1,0,3,0,0,"0",3,"22","0605",999,1,1,"31","0"
"AE","5413","52","1","1","11",2,13,0,0,0,0,0,6,22,13,4,1.2,0,2,6,3,7,3,1,3,0,1,1,1,0,0,"0",1,"22","0605",999,0,0,"31","0"
"AE","5413","53","1","1","2",1,17,0,0,0,0,0,6,66,23,5,7.3,3,2,6,4,10,4,4,3,0,1,0,2,0,0,"0",1,"3","0605",999,0,4,"1231133105","23B"
"AE","5413","54","1","1","3",1,17,0,0,0,0,0,2,58,21,7,10.3,3,2,8,4,999,999,0,0,1,1,0,3,0,0,"0",1,"3","0605",999,1,1,"1306","2"
"AE","5602","15","1","1","16",4,18,0,5,3,4,2,9,21,12,6,0.7,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","5614","17","1","1","2",2,12,0,0,0,0,0,2,24,18,5,2.8,0,2,2,4,10,5,1,3,0,1,99,99,0,0,"0",1,"22","0506",999,0,4,"31","0"
"AE","5787","15","1","1","16",4,0,0,5,3,7,3,9,10,9,2,0.2,0,3,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"24","11",999,1,1,"","0"
"AE","5800","69","1","1","3",1,0,0,0,0,0,0,2,72,19,6,8.9,0,2,4,4,999,999,0,0,1,1,0,4,0,0,"0",1,"22","0306",999,1,1,"","0"
"AE","5800","74","1","1","2",2,13,0,0,0,0,0,2,43,26,6,6.9,3,2,2,3,8,4,1,3,0,1,99,2,0,0,"0",1,"3","0506",999,0,4,"311304","0"
"AE","5801","52","1","1","2",1,17,0,0,0,0,0,6,46,24,7,7.1,3,2,8,4,999,999,0,0,1,1,0,2,0,0,"0",1,"4","0605",999,1,1,"310431120931","22"
"AE","5801","53","1","1","2",3,0,0,0,0,0,0,2,40,20,4,3.6,0,2,4,3,999,999,0,0,1,1,0,4,0,0,"0",3,"22","07",999,1,1,"","0"
"AE","5825","6","1","1","2",2,17,0,0,0,0,0,6,40,20,3,1.8,3,1,8,3,999,999,0,0,1,1,0,1,0,0,"0",0,"1","0506",999,1,1,"01","0"
"AE","5825","30","1","1","2",2,17,0,0,0,0,0,6,21,15,4,1.3,4,1,8,5,999,999,0,0,1,1,98,98,0,0,"0",0,"1","0506",999,1,1,"01","0"
"AE","5825","31","1","1","2",2,0,4,1,2,0,0,6,24,15,2,0.8,3,1,8,3,999,999,0,0,1,2,0,98,0,0,"0",0,"1","05",999,1,1,"01","0"
"AE","5825","47","1","1","2",2,12,2,0,1,0,0,1,60,20,5,6.4,0,2,1,3,11,5,1,3,0,1,2,1,0,0,"3",1,"22","06",999,0,4,"3138","0"
"AE","5825","48","1","1","2",2,0,4,0,2,0,0,2,46,14,4,2.6,0,2,2,4,7,2,1,3,0,1,0,2,0,0,"0",1,"22","05",999,0,4,"31","0"
"AE","5857","15","1","1","8",2,0,0,0,0,0,0,2,9,9,2,0.1,0,1,3,3,999,999,0,0,1,1,0,99,0,0,"3",0,"21","0306",999,1,1,"","0"
"AE","5912","6","1","1","16",4,0,0,0,0,1,5,6,43,26,6,8.6,3,2,8,3,999,999,0,0,1,1,0,3,0,0,"0",0,"11","11",999,1,1,"090931","0"
"AE","5912","10","2","1","3",3,11,0,0,0,0,0,2,28,16,8,3.1,0,2,2,3,12,8,5,3,0,1,0,2,0,0,"0",0,"22","01",999,0,0,"31","0"
"AE","5912","24","1","1","3",2,12,0,0,0,0,0,6,34,24,5,4.9,3,2,8,3,999,999,0,0,1,1,0,2,0,0,"0",1,"8","0605",999,1,1,"043131","2"
"AE","5912","24","3","1","16",2,0,3,0,1,0,0,3,20,6,4,0.7,0,1,4,0,999,999,0,0,1,2,0,99,0,0,"0",0,"21","06",999,1,1,"","0"
"AE","5912","28","1","1","3",3,12,0,0,0,0,0,2,36,17,8,4.3,0,2,3,3,999,999,0,0,1,1,0,2,0,0,"7",2,"22","01",999,1,1,"31","2"
"AE","5912","28","2","1","4",2,0,0,1,2,0,0,6,32,17,5,2.9,0,1,8,6,999,999,0,0,1,1,0,1,0,0,"0",0,"21","0605",999,1,1,"","0"
"AE","5912","39","1","1","3",3,12,0,0,0,0,0,2,42,21,5,4.4,0,2,4,3,999,999,0,0,1,1,0,3,0,0,"0",1,"22","01",999,1,1,"31","0"
"AE","5912","39","2","1","16",4,18,0,0,0,0,0,2,15,11,4,0.7,0,2,4,0,999,999,0,0,1,1,0,99,0,0,"0",0,"22","11",999,1,1,"","0"
"AE","5912","39","3","1","4",2,0,0,0,0,0,0,2,24,14,7,2.6,0,2,4,4,999,999,0,0,1,1,0,2,0,0,"0",1,"22","0605",999,1,1,"","0"
"AE","5959","16","1","1","4",2,12,0,0,0,0,0,6,15,12,5,1,0,2,6,5,8,5,1,5,0,1,0,99,0,0,"0",0,"22","0605",999,9,9,"","0"
"AE","5960","8","1","1","16",4,18,4,0,3,0,0,2,26,19,6,3.9,0,2,4,4,999,999,0,0,1,1,0,2,0,0,"0",1,"22","0506",999,1,1,"3131","0"
"AE","5960","20","1","1","2",1,16,0,0,0,0,0,6,45,27,12,14.9,3,1,6,3,15,7,1,5,0,1,0,3,0,0,"0",1,"8","0605",999,9,4,"04060616","0"
"AE","5960","20","2","1","3",1,12,0,1,2,0,0,2,29,23,5,4.7,3,2,4,3,999,999,0,0,1,1,0,2,0,0,"0",1,"8","0605",999,1,1,"310431","2"
"AE","5960","20","3","1","3",3,12,0,0,0,0,0,2,43,17,4,3.7,0,2,2,4,7,2,1,5,0,1,99,3,0,0,"0",1,"22","0109",999,0,4,"313131","0"
"AE","5960","20","4","1","3",3,12,4,0,2,0,0,3,16,10,6,1,0,2,4,0,999,999,0,0,1,1,0,99,0,0,"0",0,"22","0106",999,1,1,"","0"
"AE","5960","32","1","1","3",2,12,4,5,2,0,0,6,43,20,7,7.2,3,2,8,4,999,999,0,0,1,1,0,2,0,0,"0",1,"9","0501",999,1,1,"100606","2"
"AE","5960","32","2","1","2",2,0,4,1,2,0,0,3,29,19,12,6.3,3,1,4,1,999,999,0,0,1,3,0,0,0,0,"0",0,"8","05",999,1,1,"3104","2"
"AE","5960","32","3","1","4",2,13,0,0,0,0,0,6,27,25,9,4.4,3,2,8,5,999,999,0,0,1,1,0,2,0,0,"0",1,"7","0605",999,1,1,"0605","0"
"AE","5960","32","4","1","2",3,12,0,0,0,0,0,1,19,12,5,1.1,0,1,1,3,6,3,2,9,0,1,99,99,0,0,"9",0,"21","01",999,0,0,"31","0"
"AE","5960","32","5","1","2",2,13,4,5,3,0,0,1,59,43,15,36.9,3,1,1,4,14,3,1,999,0,2,99,3,0,0,"3",6,"11","0506",3,0,4,"3109","0"
"AE","5960","32","6","1","16",4,18,0,5,3,7,2,9,30,29,17,17,0,5,9,0,999,999,0,0,1,4,98,98,0,0,"0",0,"23","11",999,1,1,"","0"
"AE","5960","32","7","1","3",3,12,0,0,0,0,0,2,28,16,4,1.7,0,2,3,4,999,999,0,0,1,1,0,1,2,1,"3",1,"22","01",999,1,1,"","0"
"AE","5960","32","8","1","2",2,16,3,0,3,0,0,6,19,9,2,0.4,0,1,8,0,999,999,0,0,1,1,0,99,0,0,"0",0,"21","0506",999,1,1,"","0"
